screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,hashtags,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
Snitecs,2799656125,2017-06-11T07:55:35Z,873810932685819904,Ci sarei voluto essere! Prossima volta ci sarò 💪🏻 #RomaPride #PrideMonth,2,29,FALSE,NA,FALSE,NA,NA,NA,it,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,RomaPride PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
antonio_quilici,3420943535,2017-06-11T07:53:19Z,873810360414765056,When is pride in sf? #Pride2017 #PrideMonth #abc7now,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPad,NA,NA,NA,NA,NA,NA,NA,Pride2017 PrideMonth abc7now,5358b6f78dd95ef6,city,San Bruno,"San Bruno, CA",US,United States,-122.473595 -122.399963 -122.399963 -122.473595 37.6009088 37.6009088 37.641689 37.641689,Polygon
RagsdaleCombs,200383373,2017-06-11T07:52:55Z,873810263052615681,Putting my marching shoes on later today! #lgbtq #PrideMonth #PrideParade  https://t.co/qI0bM6RrlB,0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,circlecityinpride.org,http://www.circlecityinpride.org,NA,NA,lgbtq PrideMonth PrideParade,NA,NA,NA,NA,NA,NA,NA,NA
marinarios,32774836,2017-06-11T07:52:51Z,873810245679812609,📷 the-real-eye-to-see: Amazing words! Just notice this! #PrideMonth https://t.co/kXuMMcaf9J,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Tumblr,NA,NA,NA,tmblr.co/ZJxqFt2MbMeOM,https://tmblr.co/ZJxqFt2MbMeOM,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
versaceken,3196898173,2017-06-11T07:52:37Z,873810183822114816,"guess what? he's bi, out and proud. how about you? life is beautiful behind that closet. ☺️👅🌈  #PrideMonth

ps. he'… https://t.co/qUPl4gTTEu",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter Lite,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873810183822114816,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
itzikte,117357238,2017-06-11T07:52:25Z,873810136233644032,#PrideMonth #pridetlv #PrideParade https://t.co/vtuKr7LfR9,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for Android,873809760155574272,http://pbs.twimg.com/ext_tw_video_thumb/873809760155574272/pu/img/d1fk8uAxnOC3fL9y.jpg,https://twitter.com/itzikte/status/873810136233644032/video/1,NA,NA,NA,NA,PrideMonth pridetlv PrideParade,NA,NA,NA,NA,NA,NA,NA,NA
BrennanSaryn,3815622258,2017-06-11T07:51:09Z,873809815793008642,Should I show my pride flag I painted #Pride2017 #PrideMonth,0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
KangaLoveTRTL,800385085040037888,2017-06-11T07:50:06Z,873809553619636225,"@ArtbyKawira #TRTL is a project w a main purpose is the celebration of Queer love &amp; the Queerindividuals, especial… https://t.co/mv2N9hHuKQ",0,0,FALSE,NA,FALSE,873808823416500224,800385085040037888,KangaLoveTRTL,en,Twitter for Android,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873809553619636225,ArtbyKawira,2240541992,TRTL,NA,NA,NA,NA,NA,NA,NA,NA
marieslavicek,219998184,2017-06-11T07:50:00Z,873809528294436865,"Facebook propose une ""Pride Reaction"". Mais pour l'obtenir, il faut d'abord liker la page LGBTQ@Facebook #PrideMonth https://t.co/yzVcW591pD",1,0,FALSE,NA,FALSE,NA,NA,NA,fr,TweetDeck,873808857595772928,http://pbs.twimg.com/media/DCBkhr6WAAAa1fh.jpg,https://twitter.com/marieslavicek/status/873809528294436865/photo/1,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
assydsassy,2854877526,2017-06-11T07:49:14Z,873809335016488960,"omg i love this
#Pride2017 #PrideMonth https://t.co/rkUduio7yz",0,0,TRUE,873784958325710850,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,twitter.com/ohemrenald/sta…,https://twitter.com/ohemrenald/status/873784958325710850,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Leleanor94,485756932,2017-06-11T07:49:03Z,873809290049531904,"Happy Pride month, y'all! #lgbtqia #pridemonth https://t.co/ZIRKburcBC https://t.co/iZqPjWwxvu",0,0,FALSE,NA,FALSE,NA,NA,NA,en,WordPress.com,873809288006836225,http://pbs.twimg.com/media/DCBk6vUVoAEMit9.jpg,https://twitter.com/Leleanor94/status/873809290049531904/photo/1,yokomeshivrossii.wordpress.com/2017/06/11/no-…,https://yokomeshivrossii.wordpress.com/2017/06/11/no-you-do-not-need-a-fucking-straight-pride/,NA,NA,lgbtqia pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
klippie72,65341217,2017-06-11T07:48:37Z,873809178514653184,#equalityforall #pridemonth 🏳️‍🌈🏳️‍🌈🏳️‍🌈 https://t.co/XFYIJSxiFH,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Facebook,NA,NA,NA,fb.me/DQPGxeGl,http://fb.me/DQPGxeGl,NA,NA,equalityforall pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
ossantapace,868533037256126464,2017-06-11T07:47:51Z,873808984515497984,#RomaPride #romapride2017 #gaypride #conilcuore #PrideMonth 🌈🌈🌈🌟🌟 https://t.co/saAjMEgs06,0,2,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for Android,873808948322848769,http://pbs.twimg.com/media/DCBkm95XUAEYVjp.jpg,https://twitter.com/ossantapace/status/873808984515497984/photo/1,NA,NA,NA,NA,RomaPride romapride2017 gaypride conilcuore PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
dsbhagvantt,797764229113659394,2017-06-11T07:47:34Z,873808914416009216,Pride week. 🏳️‍🌈 #pride #prideweek #pridemonth  #lgbt #lgbtq #equality #love #writing #wisdom #humanrights https://t.co/gkU5kIZzwy,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873808907025629184,http://pbs.twimg.com/media/DCBkkkDVwAA6c65.jpg,https://twitter.com/dsbhagvantt/status/873808914416009216/photo/1,NA,NA,NA,NA,pride prideweek pridemonth lgbt lgbtq equality love writing wisdom humanrights,NA,NA,NA,NA,NA,NA,NA,NA
JK_DUH,515787958,2017-06-11T07:46:41Z,873808692642062336,Happy Pride!!! #pride #prideLA #lovewins #lgbt #pridemonth #beyou #friends #pride🌈 #happy… https://t.co/0UpEI2l2mG,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Instagram,NA,NA,NA,instagram.com/p/BVLqVyiBE5m/,https://www.instagram.com/p/BVLqVyiBE5m/,NA,NA,pride prideLA lovewins lgbt pridemonth beyou friends pride happy,59612bd882018c51,city,Santa Monica,"Santa Monica, CA",US,United States,-118.5173575 -118.443482 -118.443482 -118.5173575 33.9951771 33.9951771 34.050199 34.050199,Polygon
mharicoxon,243775873,2017-06-11T07:46:31Z,873808649487101952,Hey @realDonaldTrump wishing you a happy #PrideMonth https://t.co/rA5s00l0oK,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,youtu.be/p5-mJDm18GM,https://youtu.be/p5-mJDm18GM,realDonaldTrump,25073877,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
SanremoAncheNoi,70054648,2017-06-11T07:46:24Z,873808621016055808,.@Sanremoanchenoi is out! https://t.co/qnlzTfOCte via @RedBlue_Music #sapevatelo #pridemonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Paper.li,NA,NA,NA,paper.li/SanremoAncheNo…,http://paper.li/SanremoAncheNoi/1432133189?edition_id=10de4bf0-4e7a-11e7-bb1e-0cc47a0d1609,SanremoAncheNoi RedBlue_Music,70054648 2814599547,sapevatelo pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
BASEDGODalbert,1075636333,2017-06-11T07:46:20Z,873808602900742144,#Pride2017 #PrideMonth https://t.co/aNY6YP3nJk,0,1,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for Android,873808592654057472,http://pbs.twimg.com/media/DCBkSQ7UQAAzdKu.jpg,https://twitter.com/BASEDGODalbert/status/873808602900742144/photo/1,NA,NA,NA,NA,Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Kino_BKT,148686481,2017-06-11T07:46:20Z,873808602741358592,【LGBT洋書フェア】田亀源五郎著「弟の夫」の英訳「My Brother's Husband」弥一と夏菜、父娘二人所帯にマイクと名乗る弥一の双子の弟の夫がやってきた。戸惑う弥一は、娘の反応やマイクとの暮らしを通し、ゲイは特別ではな… https://t.co/wCKgSdrBBz,2,1,FALSE,NA,FALSE,NA,NA,NA,ja,Twitter Web Client,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873808602741358592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
angelphillips51,3047509021,2017-06-11T07:46:00Z,873808518989656064,Happy #PrideMonth #pride2017 #pride #ProudToBe ♥♥,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,PrideMonth pride2017 pride ProudToBe,NA,NA,NA,NA,NA,NA,NA,NA
Dalethibodeaux,292651126,2017-06-11T07:45:51Z,873808480704114688,#PrideMonth #Pride2017 https://t.co/pd7LT3g20W,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for iPhone,873808473842229248,http://pbs.twimg.com/media/DCBkLWUXoAAIUJB.jpg,https://twitter.com/Dalethibodeaux/status/873808480704114688/photo/1,NA,NA,NA,NA,PrideMonth Pride2017,NA,NA,NA,NA,NA,NA,NA,NA
inpoco,37678320,2017-06-11T07:43:40Z,873807933808791552,Really loving @DeviantArt's campaign for #PrideMonth ❤️💛💚💙💜,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,DeviantArt,1239671,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
Flipboard_TR,700783037970141184,2017-06-11T07:43:35Z,873807910161313792,#PrideMonth çerçevesinde dünyadan renkli görüntüler gelmeye devam ediyor! https://t.co/57aOHsi2m6,0,0,FALSE,NA,FALSE,NA,NA,NA,tr,Twitter Web Client,NA,NA,NA,flip.it/08aasC,http://flip.it/08aasC,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
o_thesea,3349889397,2017-06-11T07:41:57Z,873807501967413248,Me reaction to @StarbucksUK new playlist #PrideMonth #baristalife https://t.co/kMyc6iGmY5,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873807494149283841,http://pbs.twimg.com/tweet_video_thumb/DCBjSUrXoAE2ch6.jpg,https://twitter.com/o_thesea/status/873807501967413248/photo/1,NA,NA,StarbucksUK,369629233,PrideMonth baristalife,NA,NA,NA,NA,NA,NA,NA,NA
ashrob013,258548307,2017-06-11T07:41:52Z,873807480907866112,"Happy Pride Month, everybody! Keep on being your beautiful, fabulous selves! #PrideMonth",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,PrideMonth,bd3d2074a33fbd06,admin,Oklahoma,"Oklahoma, USA",US,United States,-103.0026515 -94.431332 -94.431332 -103.0026515 33.615765 33.615765 37.002328 37.002328,Polygon
SrtaPolaino,6012132,2017-06-11T07:41:29Z,873807385739055104,The latest The Pameli Polaino Daily! https://t.co/bRf8ASU3av Thanks to @MECENAS20 #brianeno #pridemonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Paper.li,NA,NA,NA,paper.li/SrtaPolaino?ed…,http://paper.li/SrtaPolaino?edition_id=601110f0-4e79-11e7-91bf-0cc47a0d1605,MECENAS20,406889671,brianeno pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
moo_wade,2865617249,2017-06-11T07:41:02Z,873807271985328129,"NEW VIDEO!! Go like, comment and subscribe!!!!! &lt;3  https://t.co/ZuumUzUXhc #ad #2U #AmericanGrit #BB19 #youtube… https://t.co/0wvqCMyhhp",0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,youtu.be/sa11USSe0dI twitter.com/i/web/status/8…,https://youtu.be/sa11USSe0dI https://twitter.com/i/web/status/873807271985328129,NA,NA,ad 2U AmericanGrit BB19 youtube,NA,NA,NA,NA,NA,NA,NA,NA
KyivPride2017,860231251634081793,2017-06-11T07:40:29Z,873807132973510656,"Have an incredible #pride day, Sofia! 😉🌈 
#SofiaPride #PrideMonth #pride2017 https://t.co/1vmFz6vIEQ",0,0,TRUE,873482157515321344,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,twitter.com/pinkstart_me/s…,https://twitter.com/pinkstart_me/status/873482157515321344,NA,NA,pride SofiaPride PrideMonth pride2017,NA,NA,NA,NA,NA,NA,NA,NA
jagg_94,873798467302412288,2017-06-11T07:40:18Z,873807084818759680,What better time to start a new page dedicated to all things #gay and #fabulous than #PrideMonth  #CanIGetAnAmen?,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,gay fabulous PrideMonth CanIGetAnAmen,NA,NA,NA,NA,NA,NA,NA,NA
haunted_artist,3290697140,2017-06-11T07:38:18Z,873806582475350176,"Happy pride month!!!
Ft. Aiden and Alice 
 #PrideMonth https://t.co/Y8AyKElqkQ",0,2,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873806576720777217,http://pbs.twimg.com/media/DCBic6_XkAEIBH3.jpg,https://twitter.com/haunted_artist/status/873806582475350176/photo/1,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
photopyrros,144796293,2017-06-11T07:38:17Z,873806580529188866,Hier @PrideToulouse organisait la Marche des Fiertés #LGBTQI à #Toulouse https://t.co/MMFtkEgjpE #Pride #PrideToulouse #PrideMonth,0,1,FALSE,NA,FALSE,NA,NA,NA,fr,Twitter Web Client,NA,NA,NA,pyrros.fr/toulouse/lgbtq…,http://pyrros.fr/toulouse/lgbtqi-pride-toulouse/,PrideToulouse,823466298730496000,LGBTQI Toulouse Pride PrideToulouse PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
itsmemaamz,1054250970,2017-06-11T07:35:58Z,873805995528433664,Love Wins! #PrideMonth https://t.co/MdcmejLeZV,0,1,TRUE,873400553681768453,FALSE,NA,NA,NA,en,Twitter for Android,NA,NA,NA,twitter.com/bjpascual/stat…,https://twitter.com/bjpascual/status/873400553681768453,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
efmg,17590268,2017-06-11T07:35:16Z,873805821003657216,The latest The RADZIE Daily! https://t.co/8rmtxACjWP #counteracthate #pridemonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Paper.li,NA,NA,NA,paper.li/efmg?edition_i…,http://paper.li/efmg?edition_id=82f02df0-4e78-11e7-915b-0cc47a0d164b,NA,NA,counteracthate pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
skieskat,837627447822725123,2017-06-11T07:34:57Z,873805740150059009,#PrideMonth 😊❤️ https://t.co/j35SxJxbQZ,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Twitter Web Client,873805720801746946,http://pbs.twimg.com/media/DCBhrGcXoAIoDtX.jpg,https://twitter.com/skieskat/status/873805740150059009/photo/1,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
B4YouKnowIt,1138922706,2017-06-11T07:32:06Z,873805020831133696,@B4YouKnowIt all week on @worldchannelPTV &amp; free streaming thru 6/20 on @AmericaReFramed: https://t.co/uvJIVXWuWi #PrideMonth #LGBT,1,1,FALSE,NA,FALSE,NA,1138922706,B4YouKnowIt,en,Twitter for iPhone,NA,NA,NA,bit.ly/ARF_BUKnowIt,http://bit.ly/ARF_BUKnowIt,B4YouKnowIt worldchannelPTV americareframed,1138922706 155942920 627618082,PrideMonth LGBT,NA,NA,NA,NA,NA,NA,NA,NA
_fagmob,86147325,2017-06-11T07:30:46Z,873804686431707137,What life is actually like when you're rolling with the LGBT 🏳️‍🌈 #PRIDE #Pride2017  #PrideMonth https://t.co/tM7Nm1jtIT,0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873804682199678976,http://pbs.twimg.com/media/DCBgupWVwAAJLNN.jpg,https://twitter.com/_fagmob/status/873804686431707137/photo/1,NA,NA,NA,NA,PRIDE Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
numbertax2,177846348,2017-06-11T07:29:29Z,873804363520548864,Love these guys! #WeHo #PrideMonth https://t.co/xtnjtWDs4W,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873804258012839936,http://pbs.twimg.com/media/DCBgV9IUQAA4k2N.jpg,https://twitter.com/numbertax2/status/873804363520548864/photo/1,NA,NA,NA,NA,WeHo PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
thingslucyreads,2271488707,2017-06-11T07:29:23Z,873804336702337024,"My first completed #PrideMonth read 💕
https://t.co/wyH49ayfxg https://t.co/2NYvK5tiDi",0,3,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,873804303726649344,http://pbs.twimg.com/media/DCBgYnbVoAAKVyA.jpg,https://twitter.com/thingslucyreads/status/873804336702337024/photo/1,instagram.com/p/BVMN7jFF5Ci/,https://instagram.com/p/BVMN7jFF5Ci/,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
AlexGuibord,190331210,2017-06-11T07:29:16Z,873804307598118912,"My two cents as a ""person of colour"": Leave #GilbertBaker's 🏳️‍🌈 alone. #PrideMonth https://t.co/ruGEZdddex",0,0,TRUE,872899637929267208,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,twitter.com/hellotierney/s…,https://twitter.com/hellotierney/status/872899637929267208,NA,NA,GilbertBaker PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
ChomzzyMillian,1362139004,2017-06-11T07:27:58Z,873803982916988929,"regrann from @mitchgrassi  -  HAPPY #PrideMonth, EVERYONE! And thank you to shoptwosongs for my… https://t.co/7krhk6x70s",0,0,FALSE,NA,FALSE,NA,NA,NA,en,Instagram,NA,NA,NA,instagram.com/p/BVMN5qBnqma/,https://www.instagram.com/p/BVMN5qBnqma/,mitchgrassi,39656682,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
RainbowPastor,804495626545270789,2017-06-11T07:27:40Z,873803908052865025,🏳️‍🌈✝️ Amen!! Happy #PrideMonth God does NOT make mistakes. He created you to be who you are and wants you to be FR… https://t.co/1xUVWIsrAp,0,0,TRUE,866146327754752002,FALSE,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,twitter.com/i/web/status/8…,https://twitter.com/i/web/status/873803908052865025,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
bramble__jam,257934901,2017-06-11T07:26:57Z,873803726431166466,To think that this DUP nonsense is happening during #PrideMonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
RubyLeighTonks,1639658208,2017-06-11T07:26:49Z,873803691194765313,Makes me so teary-happy seeing it's different today; so many young people aren't frightened and are so proud 🌈 #PrideMonth,0,0,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
allineedisyouz,3187863189,2017-06-11T07:26:44Z,873803670462312449,#RomaPride #LoveIsLove #Pride2017 #PrideMonth https://t.co/gpSfuwZNBJ,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for Android,873803591177383938,http://pbs.twimg.com/media/DCBfvI-WsAIdySp.jpg,https://twitter.com/allineedisyouz/status/873803670462312449/photo/1,NA,NA,NA,NA,RomaPride LoveIsLove Pride2017 PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
the_smol_nerd,741667203494248448,2017-06-11T07:26:29Z,873803610257096705,F RICKI N PRIDE MONTH! #doodle #PrideMonth https://t.co/NSKXdiModI,0,0,FALSE,NA,FALSE,NA,NA,NA,fr,Twitter for Android,873803595212242944,http://pbs.twimg.com/media/DCBfvYAVwAA6U4M.jpg,https://twitter.com/the_smol_nerd/status/873803610257096705/photo/1,NA,NA,NA,NA,doodle PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
SamLordKan21,219643454,2017-06-11T07:26:26Z,873803596214673408,"a lot of people have been sharing my post, thank you 😩😭❤#proud #PrideMonth #Pride2017 https://t.co/rfQehNZHXY",0,1,FALSE,NA,FALSE,NA,NA,NA,en,Twitter for Android,873803550396039169,http://pbs.twimg.com/media/DCBfsxDUwAECSIK.jpg,https://twitter.com/SamLordKan21/status/873803596214673408/photo/1,NA,NA,NA,NA,proud PrideMonth Pride2017,NA,NA,NA,NA,NA,NA,NA,NA
Melodicdrifter,3240596445,2017-06-11T07:25:32Z,873803369457917953,@JackNForTweets @_LGBTvisiblity #PrideMonth to celebrate every identity regardless of gender or orientation! Celebrating love 💜,3,2,FALSE,NA,FALSE,873791004708614144,850002328308645889,JackNForTweets,en,Twitter for Android,NA,NA,NA,NA,NA,JackNForTweets _LGBTvisiblity,850002328308645889 3413341271,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
dxnniedarkos,3197801930,2017-06-11T07:24:46Z,873803174926307328,#PrideMonth https://t.co/VzTAwi0XhD,0,0,TRUE,840009705237938176,FALSE,NA,NA,NA,und,Twitter Web Client,NA,NA,NA,twitter.com/dxnniedarkos/s…,https://twitter.com/dxnniedarkos/status/840009705237938176,NA,NA,PrideMonth,NA,NA,NA,NA,NA,NA,NA,NA
LLRChristyP,305317218,2017-06-11T07:23:30Z,873802859892137984,#truth #pride #pridemonth https://t.co/KH0jRtOOqY,0,0,FALSE,NA,FALSE,NA,NA,NA,und,Instagram,NA,NA,NA,instagram.com/p/BVMNZedjkMn/,https://www.instagram.com/p/BVMNZedjkMn/,NA,NA,truth pride pridemonth,NA,NA,NA,NA,NA,NA,NA,NA
theVICious_,385042664,2017-06-11T07:20:59Z,873802225784676352,#PrideMonth = #NoH8 🏳️‍🌈 https://t.co/bpS86ccMuR,0,1,FALSE,NA,FALSE,NA,NA,NA,und,Twitter for iPhone,873802220764004352,http://pbs.twimg.com/media/DCBefXyWAAAzDMA.jpg,https://twitter.com/theVICious_/status/873802225784676352/photo/1,NA,NA,NA,NA,PrideMonth NoH8,NA,NA,NA,NA,NA,NA,NA,NA
